SYMBOL,R1,R2,R3,R4,R5,R6
Dyrk1b,614,1048,1051,636,623,813
Dyrk2,1011,1604,1823,1382,1888,1484
Dyrk3,12,61,28,76,80,48
Dyrk4,0,0,0,0,0,0
Dysf,56,60,66,169,154,159
Dytn,41,0,0,3,6,14
Dyx1c1,42,84,29,18,0,8
Dzank1,87,91,92,41,28,29
Dzip1,1051,893,1114,556,804,723
Dzip1l,2934,2575,2538,2066,2751,2300
Dzip3,131,269,306,331,288,390
E030018B13Rik,9,0,31,0,0,9
E030024N20Rik,1,0,0,6,1,0
E030025P04Rik,0,19,0,0,0,0
E030030I06Rik,91,154,65,109,75,70
E130114P18Rik,0,0,0,2,2,1
E130116L18Rik,0,16,0,0,15,0
E130201H02Rik,0,0,0,0,0,0
E130208F15Rik,6,0,57,0,77,0
E130218I03Rik,0,0,0,4,0,20
E130308A19Rik,218,406,334,271,275,350
E130309D02Rik,598,708,880,543,653,659
E130311K13Rik,233,463,408,253,193,246
E230015B07Rik,0,0,0,0,3,0
E230025N22Rik,0,0,0,0,9,0
E2f1,166,164,164,710,482,513
E2f2,80,160,203,323,271,235
E2f3,159,128,118,262,387,279
E2f4,908,902,1337,1037,1387,1485
E2f5,486,316,456,258,400,324
E2f6,538,460,648,764,923,740
E2f7,110,125,133,72,138,139
E2f8,37,104,70,224,238,299
E330009J07Rik,650,829,803,770,1007,836
E330014E10Rik,0,0,0,0,0,0
E330017A01Rik,0,0,0,0,0,0
E330021D16Rik,0,0,0,0,0,0
E330034G19Rik,32,22,17,19,31,1
E430018J23Rik,116,176,105,166,280,200
E4f1,1460,2056,2678,962,1249,968
E530001F21Rik,0,0,0,0,0,0
Eaf1,1419,1635,1824,1433,1543,1467
Eaf2,84,45,19,26,31,45
Eapp,753,997,975,745,875,881
Ear-ps1,0,0,0,0,0,0
Ear-ps10,0,0,0,0,0,0
Ear-ps12,0,0,0,0,0,0
Ear-ps2,0,0,0,0,0,0
Ear-ps3,0,0,0,0,0,0
Ear-ps4,0,0,0,0,0,0
Ear-ps5,0,0,0,0,0,0
Ear-ps7,0,0,0,0,0,0
Ear-ps8,0,0,0,0,0,0
Ear-ps9,0,0,0,0,0,0
Ear1,0,0,0,7,0,33
Ear10,0,0,0,0,0,0
Ear14,0,0,0,0,0,0
Ear2,0,0,0,0,0,0
Ear6,0,0,0,0,0,0
Ears2,299,331,323,345,337,357
Ebag9,528,566,553,415,530,417
Ebf1,40,63,101,37,60,46
Ebf2,4,12,1,5,2,0
Ebf3,0,17,19,22,0,0
Ebf4,192,204,256,72,129,115
Ebi3,0,14,0,4,15,4
Ebna1bp2,1968,1792,1866,1828,2205,2194
Ebp,878,838,674,1754,1742,1394
Ebpl,866,1045,895,700,1100,781
Ecd,902,1137,576,827,1013,913
Ece1,9226,9397,10374,13470,13462,14424
Ece2,57,35,61,24,29,0
Ecel1,0,0,0,0,0,6
Ech1,1503,2111,2198,1752,1787,1426
Echdc1,659,1309,1138,753,1006,895
Echdc2,1317,991,1348,1365,1801,1391
Echdc3,144,37,65,50,92,63
Echs1,1664,1854,2027,1692,2400,1915
Eci1,795,796,423,542,789,765
Eci2,432,724,903,1283,1165,1048
Eci3,34,0,0,0,0,0
Ecm1,13795,10413,12679,6591,8649,8561
Ecm2,18,101,46,203,180,80
Ecpas,2973,3089,3507,3521,3476,2877
Ecscr,45,0,24,284,197,347
Ecsit,782,761,1113,472,837,729
Ect2,86,118,111,673,783,565
Ect2l,26,11,20,23,34,18
Eda,899,807,893,719,996,786
Eda2r,0,0,19,65,38,13
Edar,0,52,0,4,4,0
Edaradd,209,319,357,467,482,251
Edc3,1049,807,1401,998,834,1021
Edc4,2681,3071,3263,1957,3008,2443
Eddm3b,0,0,0,0,0,0
Edem1,1296,1606,2036,2016,2306,1998
Edem2,652,869,1108,941,925,934
Edem3,1383,1776,1903,1758,1526,1867
Edf1,1710,1201,1802,2018,2049,1856
Edil3,14,0,0,3,0,6
Edn1,168,9,105,212,83,403
Edn2,1874,686,911,1690,594,768
Edn3,0,0,0,92,19,4
Ednra,2498,3301,3773,1793,2662,2723
Ednrb,0,0,0,4,24,35
Edrf1,967,915,1216,892,1086,710
Eea1,3080,2605,3381,2742,3058,2729
Eed,174,1302,1159,786,1210,227
Eef1a1,161818,121290,137711,197910,181009,186692
Eef1a2,0,0,0,0,0,0
Eef1akmt1,0,0,0,0,17,0
Eef1akmt2,648,509,573,472,488,550
Eef1akmt3,37,38,66,31,55,51
Eef1akmt4,155,86,64,89,151,153
Eef1b2,8750,6788,7394,12107,11087,11503
Eef1d,3611,2804,3034,3780,4115,4382
Eef1e1,441,365,380,411,582,624
Eef1g,7788,5558,6367,13628,11801,12825
Eef2,78955,70288,78224,107969,96958,105605
Eef2k,1964,1487,1953,1974,2583,2383
Eef2kmt,761,545,948,836,967,957
Eefsec,441,553,543,573,519,522
Eepd1,76,206,167,190,219,202
Efcab1,459,416,580,449,484,412
Efcab10,0,0,0,8,3,0
Efcab11,30,17,76,79,80,81
Efcab12,13,25,62,24,38,29
Efcab14,1749,1861,2018,2013,2255,1896
Efcab2,65,55,67,67,63,57
Efcab3,0,0,0,0,0,0
Efcab5,33,18,0,6,19,13
Efcab6,0,0,1,0,0,0
Efcab7,20,0,34,24,9,22
Efcab8,0,29,43,17,24,18
Efcab9,0,0,0,6,4,0
Efcc1,0,0,20,1,0,0
Efemp1,132,84,109,63,47,69
Efemp2,342,111,211,293,411,339
Efhb,102,89,93,30,18,21
Efhc1,87,67,39,82,86,76
Efhc2,0,0,0,8,12,6
Efhd1,0,0,0,2,8,9
Efhd2,916,888,977,1268,1450,1566
Efl1,739,527,846,892,938,961
Efna1,5239,3992,4033,4382,4392,3997
Efna2,425,529,460,450,504,482
Efna3,4368,4449,5707,4870,5746,4877
Efna4,1453,1792,1456,1254,1894,1218
Efna5,1441,2059,2043,1773,2125,1964
Efnb1,3580,4598,6270,4571,5198,4450
Efnb2,6582,7259,9922,6236,5648,6302
Efnb3,108,186,149,35,132,105
Efr3a,2152,2401,2508,2775,2867,2582
Efr3b,13,11,34,50,28,22
Efs,3476,4673,5176,2806,3863,3081
Eftud2,2335,2319,2226,2802,2983,2820
Egf,60,198,256,60,98,117
Egfem1,0,0,0,0,0,0
Egfl6,4117,3667,5058,1568,1961,1926
Egfl7,0,0,52,26,21,14
Egfl8,120,137,156,16,112,85
Egflam,213,267,392,180,206,71
Egfr,8069,6828,7867,1106,1265,1351
Egln1,1187,1458,1758,1441,1696,1449
Egln2,1711,1469,1794,1434,1769,1647
Egln3,119,111,86,890,672,1254
Egr1,82464,55437,89858,47952,29503,53064
Egr2,3222,2370,2983,1059,521,989
Egr3,8153,6389,9266,3752,2276,3250
Egr4,429,142,213,334,76,362
Ehbp1,1149,1208,1174,1059,736,927
Ehbp1l1,870,799,891,891,1012,964
Ehd1,523,613,560,821,820,1014
Ehd2,6104,6713,8551,7233,8396,7362
Ehd3,305,265,446,1132,579,669
Ehd4,549,227,657,365,381,467
Ehf,151,70,58,951,864,1245
Ehhadh,219,395,382,324,408,272
Ehmt1,1907,2530,2587,2095,2270,2271
Ehmt2,5640,5775,6371,4751,5690,5479
Ei24,1122,1024,1317,986,1312,1006
Eid1,3865,3760,4374,3502,4366,3632
Eid2,0,0,0,31,7,31
Eid2b,80,281,364,192,258,160
Eid3,18,12,136,38,53,31
Eif1,19315,14307,17544,15064,12083,15402
Eif1-ps1,0,1,0,0,0,0
Eif1-ps2,0,0,0,0,0,0
Eif1-ps3,0,0,0,0,0,0
Eif1a,2112,2019,2608,2147,1869,1893
Eif1ad,701,687,635,640,893,705
Eif1ax,2877,2823,2960,2958,3665,2597
Eif1b,442,558,446,449,567,565
Eif2a,2131,1574,2055,2671,2822,2371
Eif2ak1,924,1017,1376,1202,1342,1215
Eif2ak2,536,1014,1063,960,1095,928
Eif2ak3,1079,952,981,803,1053,823
Eif2ak4,817,1005,1285,789,1073,860
Eif2b1,890,854,728,754,1071,816
Eif2b2,887,1102,900,770,989,836
Eif2b3,504,495,498,477,676,470
Eif2b4,592,761,912,602,825,612
Eif2b5,1386,1218,1118,1334,1547,1433
Eif2d,1293,1413,1319,1253,1278,1244
Eif2s1,894,976,1561,1738,1371,1603
Eif2s2,3066,2723,2896,4578,4226,4185
Eif2s3x,5222,3372,3332,6328,4263,6412
Eif2s3x-ps1,0,0,0,0,0,0
Eif2s3y,1,2926,2364,0,2474,15
Eif3a,5871,7011,7891,9921,9566,9346
Eif3b,3923,4151,5068,5320,6359,6152
Eif3c,4215,4306,4784,6085,6553,6265
Eif3d,2319,1927,2165,2926,3075,2897
Eif3e,5788,4856,5612,6292,5974,5594
Eif3f,7567,6538,8317,8960,9134,9316
Eif3g,2456,2006,2406,2044,2364,2396
Eif3h,7894,5987,7871,8446,8516,8387
Eif3i,3650,3011,2918,4416,4456,4176
Eif3j1,1156,1485,933,1274,1574,1328
Eif3j2,960,531,937,853,930,851
Eif3k,4485,3548,4178,4006,4419,3959
Eif3l,3681,3045,3351,4382,4642,3851
Eif3m,2987,3035,2754,3444,3261,3225
Eif3s6-ps1,0,0,0,0,1,0
Eif3s6-ps2,0,0,0,0,0,0
Eif3s6-ps3,0,22,0,0,0,0
Eif3s6-ps4,0,0,27,3,0,0
Eif4a-ps4,0,0,0,0,0,14
Eif4a1,17665,14085,16795,19801,18754,19185
Eif4a2,12153,10230,12383,10200,11367,10192
Eif4a3,2024,1790,1719,1865,2122,1928
Eif4b,10209,10109,10978,14052,12570,12902
Eif4e,1391,1317,1511,1737,1851,1766
Eif4e1b,7,45,36,14,55,15
Eif4e2,2059,2126,2023,1999,1946,2033
Eif4e3,267,169,238,496,340,388
Eif4ebp1,258,589,433,636,820,648
Eif4ebp2,1950,2961,3083,2823,3758,3552
Eif4ebp3,91,103,172,45,113,172
Eif4enif1,1360,1711,2205,1540,1756,1669
Eif4g1,7474,8654,10196,11536,13485,13078
Eif4g2,21143,20717,25097,30368,29623,28835
Eif4g3,3625,4384,4992,4063,5669,4841
Eif4h,6733,7069,8024,7467,7870,6922
Eif5,8952,8354,9175,10368,8120,8753
Eif5a,11648,9612,11480,14036,15908,14507
Eif5a2,609,683,736,449,851,603
Eif5al3-ps,0,0,0,0,0,0
Eif5b,2772,3139,3646,3666,4040,3896
Eif6,2760,2733,2756,3029,3711,3743
Eipr1,490,420,411,473,750,466
Elac1,806,905,1078,658,841,647
Elac2,539,1073,761,913,1274,1160
Elane,9,0,0,7,0,0
Elavl1,1945,1928,2065,1946,1929,2036
Elavl2,0,0,0,0,4,0
Elavl3,0,0,0,1,12,12
Elavl4,0,0,0,0,0,0
Elf1,2983,3278,3797,4220,3632,3727
Elf2,2395,2186,2406,2946,2474,2269
Elf3,89,25,17,184,44,213
Elf4,1247,1646,1448,1730,1672,1506
Elf5,52,1,18,29,34,28
Elfn1,0,0,0,13,14,4
Elfn2,0,0,0,0,0,0
Elk1,416,314,327,271,473,332
Elk3,382,367,420,555,410,437
Elk4,2019,2634,2789,2238,2200,1930
Ell,1065,1296,1380,988,1176,1299
Ell2,783,819,749,820,940,891
Ell3,425,368,318,278,259,185
Elmo1,251,231,388,191,181,103
Elmo2,1724,1961,2486,2085,2402,2052
Elmo3,2504,2764,2795,1777,2605,2329
Elmod1,215,160,52,74,68,116
Elmod2,552,763,1044,746,952,553
Elmod3,537,409,605,432,459,454
Elmsan1,2552,4140,4580,2675,3488,3539
Eln,211,110,248,942,477,173
Eloa,1837,1437,1434,1941,1849,1804
Elob,2074,1238,1705,2103,2366,1989
Elobl,0,0,0,0,0,0
Eloc,1337,1214,933,1240,1301,1111
Elof1,929,1201,1120,970,1090,904
Elovl1,1802,1319,1329,1850,1878,1787
Elovl2,18,0,0,11,0,5
Elovl3,42,1070,429,12,8,0
Elovl4,849,3005,1358,326,146,89
Elovl5,1545,1827,1808,1314,1501,1266
Elovl6,833,9101,2745,1120,1669,861
Elovl7,1802,1851,1943,1714,2365,1850
Elp1,885,1012,1590,947,1381,1064
Elp2,1605,1928,2361,1782,2199,1565
Elp3,1925,1332,1487,1775,1739,1467
Elp4,361,337,539,400,403,346
Elp5,846,746,668,781,721,772
Elp6,147,175,106,125,130,121
Emb,10263,11649,12395,14381,14840,12628
Emc1,993,1178,1512,1014,1435,1001
Emc10,0,0,1,76,64,84
Emc2,786,667,697,840,871,799
Emc3,1783,1832,1920,1744,1869,2104
Emc4,1299,1475,1430,1152,1402,1123
Emc6,597,461,550,649,672,714
Emc7,1837,2006,1706,1438,1907,1581
Emc8,907,1180,792,966,1454,994
Emc9,316,464,319,142,277,183
Emcn,0,0,0,0,0,0
Emd,2099,1673,1855,2607,1956,2186
Eme1,22,57,54,75,36,67
Eme2,520,919,815,550,973,853
Emg1,1568,1698,1724,1678,2110,1697
Emid1,145,189,117,81,95,61
Emilin1,9,44,24,103,47,34
Emilin2,9,48,0,27,14,4
Emilin3,111,153,154,59,78,59
Eml1,403,421,530,194,206,156
Eml2,4496,4563,5650,3326,4195,3968
Eml3,2037,3295,3442,2060,2989,2458
Eml4,649,878,1028,720,758,643
Eml5,438,869,784,330,486,343
Eml6,138,272,306,231,214,229
Emp1,34242,28338,30557,26292,22526,21892
Emp2,11071,12437,12984,11977,13924,11466
Emp3,199,186,195,247,369,276
Emsy,1356,890,1186,1423,1355,1289
Emx1,0,0,0,0,0,0
Emx2,16,35,0,26,58,41
En1,26,0,0,0,0,0
En2,40,0,0,0,0,0
Enah,3994,5697,5768,3211,4085,3273
Enam,0,0,0,0,0,0
Enc1,679,267,618,600,541,582
Endod1,1399,1902,1674,2087,1948,2266
Endog,370,222,192,199,211,313
Endou,241,268,103,355,230,183
Endov,1215,1292,1117,1123,1610,1212
Eng,51,121,132,106,171,102
Engase,198,100,313,102,133,155
Enho,211,214,252,169,189,178
Enkd1,128,216,293,346,437,251
Enkur,15,45,15,19,38,28
Eno1,6003,6275,6307,11595,10633,9754
Eno1b,2,0,0,2,4,2
Eno2,199,53,152,132,162,215
Eno3,390,462,534,218,431,276
Eno4,15,13,18,2,33,7
Enoph1,500,698,720,657,803,676
Enox1,3707,3068,3302,3609,3783,4044
Enox2,552,383,490,438,443,479
Enpep,0,38,0,0,0,0
Enpp1,1935,1826,3209,1470,1543,1457
Enpp2,68,49,19,388,279,59
Enpp3,1,0,0,20,54,0
Enpp4,18,18,32,25,45,0
Enpp5,568,359,654,221,238,250
Enpp6,1,15,0,3,11,0
Enpp7,0,0,0,0,0,0
Ensa,4110,3647,4254,3600,3647,3114
Enthd1,0,0,0,0,0,0
Entpd1,19,57,34,67,59,29
Entpd2,819,604,835,608,886,706
Entpd3,219,148,153,872,915,1091
Entpd4,958,1308,1408,715,1235,869
Entpd4b,695,1032,703,429,934,653
Entpd5,754,1069,654,951,986,873
Entpd6,290,389,300,179,383,288
Entpd7,227,245,391,147,290,145
Entpd8,0,1,0,0,0,0
Entr1,1623,1732,1742,1432,1839,1796
Eny2,1319,1757,1485,1406,1776,1326
Eogt,913,804,1137,1570,1511,1412
Eomes,0,5,20,0,2,7
Ep300,3452,4087,4192,3842,3506,4095
Ep400,2484,3245,4223,3553,3903,4316
Epas1,28,193,159,381,322,582
Epb41,1656,2110,1912,2076,2289,2287
Epb41l1,369,667,416,156,262,133
Epb41l2,331,462,217,763,564,769
Epb41l3,1112,1211,1543,1295,1157,994
Epb41l4a,205,372,192,431,346,319
Epb41l4b,6384,7871,8099,8437,9880,8080
Epb41l5,411,524,458,732,705,630
Epb42,929,782,1155,402,527,352
Epc1,2247,2161,2405,1866,1907,1982
Epc2,1857,1823,2668,2238,1657,1911
Epcam,2955,1940,1939,4469,3661,4864
Epdr1,203,49,172,157,206,129
Epg5,683,766,1070,543,823,568
Epgn,103,42,14,544,206,269
Epha1,2868,3485,3421,2768,3533,2860
Epha10,0,0,0,3,1,0
Epha2,5604,3335,4291,5714,3093,5249
Epha3,0,0,0,45,0,4
Epha4,1736,1987,2393,1374,1219,1296
Epha5,129,166,231,114,106,76
Epha6,0,0,0,0,1,0
Epha7,16,57,1,11,52,10
Epha8,10,0,0,8,0,0
Ephb1,109,146,140,225,167,227
Ephb2,77,31,47,31,71,72
Ephb3,1830,1836,1666,2063,1564,1771
Ephb4,4884,5621,7339,5683,5745,4753
Ephb6,16214,18520,20652,14215,15584,14992
Ephx1,8861,6499,8026,6762,6655,7338
Ephx2,126,148,82,222,140,189
Ephx3,88,109,11,102,98,187
Ephx4,13,22,0,0,1,9
Epm2a,295,248,240,119,161,137
Epm2aip1,1053,2032,1848,1506,2188,1245
Epn1,3424,3919,4431,3172,4031,3745
Epn2,1981,2433,2261,1989,2374,2318
Epn3,2062,2068,2125,1757,2084,2176
Epo,0,0,0,0,0,0
Epop,675,726,774,803,759,747
Epor,0,24,0,10,26,7
Epp13,0,0,0,0,0,0
Eppin,0,0,0,0,0,0
Eppk1,5981,7776,10311,7405,5389,6555
Eprs,2936,2647,3182,3956,3985,4072
Eps15,2522,2207,2592,2711,2710,2601
Eps15l1,1646,1697,1777,1672,1863,1910
Eps8,1289,1507,1639,1834,2005,1617
Eps8l1,1094,895,879,1193,1095,1012
Eps8l2,1523,2190,1568,2362,2045,1776
Eps8l3,815,723,617,568,799,650
Epsti1,0,0,0,0,2,0
Epx,0,0,0,0,0,0
Epyc,0,0,0,0,2,0
Eqtn,0,0,14,0,23,12
Eral1,465,929,975,644,758,725
Erap1,918,905,643,2168,2334,2176
Eras,0,0,0,0,0,0
Erbb2,2916,3220,3612,3675,4026,3864
Erbb3,2784,2708,2908,3230,3282,2902
Erbb4,0,0,0,0,0,5
Erbin,6666,7896,8774,8528,8591,7926
Erc1,1332,1380,1188,1250,1294,1538
Erc2,0,0,17,7,0,0
Ercc1,495,714,746,454,511,512
Ercc2,947,1059,1083,967,1226,1059
Ercc3,1064,1113,1239,1063,1426,1255
Ercc4,900,1284,1477,663,1084,818
Ercc5,1373,1483,1634,1410,1494,1371
Ercc6,602,1220,1138,802,1281,1045
Ercc6l,61,59,78,144,154,168
Ercc6l2,519,1089,1497,1030,1383,764
Ercc8,311,294,386,286,417,463
Ereg,369,255,0,168,225,78
Erf,11140,12273,12824,9219,9070,9575
Erfe,15,27,11,45,44,9
Erg,73,7,0,63,19,21
Erg28,570,750,752,596,1083,689
Ergic1,1122,1073,1701,1395,1966,1632
Ergic2,1346,1311,1418,1311,1359,1252
Ergic3,3158,3352,3469,3373,3668,3472
Erh,1299,1101,1214,1598,2118,1628
Eri1,653,820,551,1076,1003,900
Eri2,113,324,230,246,292,265
Eri3,1086,950,1169,894,1403,991
Erich1,604,388,533,536,582,529
Erich2,0,38,17,11,16,0
Erich3,6,0,0,27,1,10
Erich5,0,1,0,1,18,0
Erich6,0,0,0,0,0,0
Erich6b,0,0,0,0,0,0
Erlec1,982,770,879,666,753,564
Erlin1,1142,1344,1131,1285,1434,1103
Erlin2,1522,1952,2316,1874,2099,2186
Ermap,0,0,36,0,6,0
Ermard,1424,1815,2490,964,1637,1035
Ermn,0,0,0,0,0,0
Ermp1,515,1138,1030,576,644,755
Ern1,862,1545,1472,840,1223,942
Ern2,0,0,0,0,0,0
Ero1l,1147,663,979,938,962,944
Ero1lb,366,375,556,364,379,404
Erp27,0,0,0,5,0,0
Erp29,1398,1410,1633,2059,1852,1923
Erp44,1812,1491,1414,1644,1766,1620
Errfi1,4513,3275,3052,4242,3175,4738
Erv3,0,23,0,0,1,1
Esam,0,0,0,12,2,0
Esco1,1352,1373,1329,1350,1358,1293
Esco2,150,13,39,247,202,233
Esd,2105,1570,1422,2092,2215,2019
Esd-ps,0,0,0,0,0,0
Esf1,645,823,888,882,1059,926
Esm1,0,0,0,0,0,0
Esp1,0,13,0,0,0,0
Esp15,0,0,0,0,0,0
Esp16,0,0,0,0,0,0
Esp18,0,0,0,0,0,0
Esp22,0,0,0,0,0,0
Esp23,0,0,0,0,0,0
Esp24,0,0,0,0,0,0
Esp3,1,0,0,0,1,0
Esp31,0,0,0,0,0,0
Esp34,0,0,0,0,0,0
Esp36,0,0,0,0,0,0
Esp38,0,0,0,0,0,0
Esp4,0,0,0,0,0,0
Esp6,0,13,0,21,15,0
Esp8,0,0,0,0,0,0
Espl1,246,247,375,341,463,404
Espn,282,126,197,91,154,161
Espnl,30,29,35,2,54,0
Esr1,30,10,13,21,9,0
Esr2,26,17,29,10,23,14
Esrp1,8840,8975,9533,8324,8723,7659
Esrp2,1777,1912,1809,2196,2005,1762
Esrra,170,37,45,108,202,85
Esrrb,0,0,0,0,0,0
Esrrg,0,26,1,1,15,4
Ess2,942,881,987,570,749,664
Esx1,0,0,0,0,0,0
Esyt1,3112,3196,2851,2657,3257,3508
Esyt2,4157,4011,4916,4812,4788,4490
Esyt3,6411,6659,7616,4270,5889,5220
Etaa1,554,615,577,620,664,528
Etd,0,0,0,0,0,0
Etf1,5292,4506,5994,7446,5824,6495
Etfa,2104,1887,2321,2560,2277,2181
Etfb,995,989,1056,1071,1295,1268
Etfbkmt,199,275,121,187,194,199
Etfdh,1638,1439,1315,1786,1803,1790
Etfrf1,464,522,540,328,509,501
Ethe1,297,243,359,405,316,389
Etl4,4115,6687,6077,5462,7043,5576
Etnk1,1434,1529,1701,1623,1652,1276
Etnk2,36,55,27,5,26,13
Etnppl,28,4,5,8,19,0
Ets1,46,61,138,202,104,270
Ets2,8711,8132,9325,9623,8824,10430
Etv1,1,43,14,10,49,18
Etv2,0,0,0,0,0,0
Etv3,2506,3483,3214,2910,3562,3311
Etv4,433,497,560,666,1016,925
Etv5,576,462,768,1105,1543,996
Etv6,1294,996,1949,1789,1914,1928
Eva1a,455,493,563,532,433,374
Eva1b,123,93,148,374,289,188
Eva1c,428,430,537,620,721,940
Evc,641,917,817,968,1062,782
Evc2,1316,1433,1047,1536,1382,1375
Evi2,0,0,0,0,9,0
Evi2a,0,43,0,0,20,22
Evi2b,0,0,0,0,0,0
Evi5,1468,1708,1655,1753,2134,1478
Evi5l,104,62,256,227,211,112
Evl,754,940,1116,1011,1120,1016
Evpl,4619,4575,5806,4008,3894,4677
Evx1,0,0,0,0,0,0
Evx2,0,0,0,0,0,0
Ewsr1,7614,8504,9309,7354,10641,8013
Exd1,55,47,33,43,64,53
Exd2,822,1180,999,712,866,679
Exo1,61,119,62,161,207,151
Exo5,160,217,128,159,271,149
Exoc1,1574,2421,2602,1631,2301,1703
Exoc2,1203,1131,1641,1183,1600,1150
Exoc3,1385,1668,1875,1662,1604,1667
Exoc3l,22,80,43,32,48,22
Exoc3l2,2947,2536,3189,2573,3391,3204
Exoc3l4,15,82,31,47,66,81
Exoc4,1041,947,1030,1645,1594,1494
Exoc5,1756,2384,2638,2377,2407,1880
Exoc6,163,112,233,294,176,133
Exoc6b,1299,1334,1665,1607,1347,1530
Exoc7,1354,1548,1828,1544,1778,1615
Exoc8,89,253,254,152,285,274
Exog,206,308,163,293,377,350
Exosc1,567,709,494,441,655,395
Exosc10,1646,1716,1919,1837,2167,2131
Exosc2,854,1009,1176,794,1123,1092
Exosc3,404,403,397,533,614,550
Exosc4,396,531,520,510,702,515
Exosc5,567,802,499,644,911,858
Exosc6,0,0,0,191,115,203
Exosc7,815,783,1059,766,1064,758
Exosc8,408,478,519,609,783,729
Exosc9,464,488,586,514,848,553
Exph5,624,674,575,562,526,472
Ext1,3619,3711,5256,5733,5287,5531
Ext2,2134,2372,3048,2547,3016,2409
Extl1,408,440,510,2203,2211,2288
Extl2,270,286,434,263,331,349
Extl3,2201,2906,4136,2906,3029,2347
Eya1,0,0,0,22,12,4
Eya2,1619,1550,1361,1294,1484,1313
Eya3,1002,1146,1145,1168,1258,1313
Eya4,35,4,1,8,30,3
Ezh1,2731,3974,3408,2507,2908,2604
Ezh2,1116,1092,1040,1456,1435,1009
Ezr,7856,6319,7465,10087,8586,9986
F10,0,1,25,6,23,3
F11,0,0,0,0,0,0
F11r,6832,5786,7475,6483,6086,5790
F12,0,0,0,0,0,0
F13a1,2,4,1,13,22,1
F13b,0,0,0,0,0,0
F2,0,0,0,1,0,0
F2r,269,445,560,309,222,234
F2rl1,584,492,561,1321,1079,1244
F2rl2,0,5,0,28,7,15
F2rl3,0,0,23,11,16,3
F3,429,143,36,331,247,388
F5,0,0,0,8,0,5
F7,0,0,0,0,0,0
F8,0,71,32,34,33,43
F830016B08Rik,11,77,0,20,12,2
F830045P16Rik,0,111,61,0,24,18
F8a,505,505,629,398,447,438
F9,0,0,0,0,0,0
Fa2h,116,6289,981,37,11,7
Faah,55,269,89,203,262,187
Faap100,449,528,549,465,688,489
Faap20,709,522,810,485,530,505
Faap24,74,205,182,121,231,118
Fabp1,0,0,0,0,0,0
Fabp12,0,0,0,0,0,0
Fabp2,0,0,0,0,0,0
Fabp3,0,0,0,8,0,0
Fabp3-ps1,0,19,0,0,0,0
Fabp4,0,0,0,0,0,0
Fabp5,430,2781,1170,1213,758,1106
Fabp5l2,0,0,0,0,0,0
Fabp6,20,14,0,42,45,47
Fabp7,0,0,0,0,0,9
Fabp9,0,0,0,0,0,0
Fadd,141,197,57,142,274,214
Fads1,281,456,401,1020,1272,908
Fads2,0,102,71,187,180,166
Fads3,65,93,210,202,345,232
Fads6,74,155,181,104,64,80
Faf1,1286,1031,1245,1276,1082,1095
Faf2,1459,2041,2705,2107,2567,2416
Fah,299,141,426,468,566,493
Fahd1,168,206,190,238,200,219
Fahd2a,339,264,371,153,168,138
Faim,434,360,681,312,389,298
Faim2,41,106,70,45,19,20
Faiml,0,0,0,0,0,0
Fam102a,1455,1560,1944,1603,1526,1733
Fam102b,648,951,770,819,706,852
Fam104a,1229,1137,1070,1042,1174,1060
Fam107a,0,25,19,0,10,0
Fam107b,226,411,428,476,390,512
Fam110a,598,327,324,520,277,385
Fam110b,218,292,229,229,268,164
Fam110c,116,42,61,73,90,161
Fam111a,116,74,141,263,273,206
Fam114a1,311,228,320,383,318,280
Fam114a2,2198,2137,3081,2240,2579,2155
Fam117a,625,717,770,770,782,1020
Fam117b,1529,1991,1926,1260,1529,1181
Fam118a,52,76,190,143,162,141
Fam118b,342,400,416,397,564,588
Fam120a,4352,5421,5830,6424,6843,6169
Fam120b,1531,1649,2251,1520,2095,1911
Fam120c,422,526,980,585,439,550
Fam122a,295,251,292,263,349,329
Fam122b,384,367,343,267,310,286
Fam122c,0,0,0,0,0,0
Fam124a,262,151,169,269,219,158
Fam124b,19,1,14,8,8,1
Fam126a,229,310,227,368,337,290
Fam126b,849,1435,1632,862,1022,701
Fam129a,137,112,165,511,534,653
Fam129b,3870,3395,3908,5267,5759,5361
Fam129c,89,176,313,148,236,182
Fam131a,225,329,303,232,388,388
Fam131b,19,0,0,0,5,0
Fam131c,23,0,25,0,3,9
Fam133b,773,857,802,939,983,920
Fam135a,2626,3145,3002,2605,2758,2375
Fam135b,1,0,1,0,8,1
Fam136a,320,397,343,374,512,285
Fam136b-ps,0,0,0,0,0,0
Fam13a,400,373,451,649,549,786
Fam13b,1403,1322,1573,1552,1649,1407
Fam13c,916,836,495,956,1067,1065
Fam149a,13,26,62,63,72,78
Fam149b,1155,1109,1527,968,1161,958
Fam151a,0,0,0,0,0,0
Fam151b,431,127,314,217,273,158
Fam155a,0,0,0,0,0,0
Fam160a1,1486,1267,1620,1686,1638,1567
Fam160a2,1399,1677,2152,1390,1718,1554
Fam160b1,1297,1582,1691,1250,1377,1024
Fam160b2,1330,2051,2104,1520,2350,1888
Fam161a,154,192,100,35,59,45
Fam161b,87,107,270,91,120,77
Fam162a,492,555,385,540,674,487
Fam162b,0,0,0,0,0,0
Fam163a,1,0,6,11,0,0
Fam163b,0,0,0,0,0,0
Fam166a,0,0,33,8,4,20
Fam166b,0,0,0,8,3,0
Fam167a,3898,4161,6053,6898,7839,7914
Fam167b,0,0,0,0,0,0
